de,vers,nombre
Avenue Émile-Zola,Barbara,2
Avenue Émile-Zola,Bagneux - Lucie Aubrac,5
Avenue Émile-Zola,Bobigny - Pablo Picasso,3
Avenue Émile-Zola,Bobigny - Pantin - Raymond Queneau,6
Avenue Émile-Zola,Église de Pantin,3
Avenue Émile-Zola,Hoche,3
Avenue Émile-Zola,Porte de Pantin,7
Avenue Émile-Zola,Ourcq,4
Avenue Émile-Zola,Laumière,3
Avenue Émile-Zola,Jacques Bonsergent,2
Avenue Émile-Zola,Oberkampf,4
Avenue Émile-Zola,Richard-Lenoir,5
Avenue Émile-Zola,Bréguet - Sabin,1
Avenue Émile-Zola,Quai de la Rapée,9
Avenue Émile-Zola,Gare d'Austerlitz,2
Avenue Émile-Zola,Saint-Marcel,3
Avenue Émile-Zola,Campo-Formio,4
Avenue Émile-Zola,Place d'Italie,1
Avenue Émile-Zola,Kléber,3
Avenue Émile-Zola,Boissière,5
Avenue Émile-Zola,Trocadéro,1
Avenue Émile-Zola,Passy,7
Avenue Émile-Zola,Bir-Hakeim,2
Avenue Émile-Zola,Dupleix,6
Avenue Émile-Zola,La Motte-Picquet - Grenelle,5
Avenue Émile-Zola,Cambronne,3
Avenue Émile-Zola,Sèvres - Lecourbe,1
Avenue Émile-Zola,Pasteur,8
Avenue Émile-Zola,Edgar Quinet,4
Avenue Émile-Zola,Saint-Jacques,5
Avenue Émile-Zola,Glacière,6
Avenue Émile-Zola,Corvisart,4
Avenue Émile-Zola,Nationale,2
Avenue Émile-Zola,Chevaleret,8
Avenue Émile-Zola,Quai de la Gare,1
Avenue Émile-Zola,Bercy,8
Avenue Émile-Zola,Dugommier,2
Avenue Émile-Zola,Daumesnil,4
Avenue Émile-Zola,Bel-Air,9
Avenue Émile-Zola,Picpus,4
Avenue Émile-Zola,La Courneuve - 8 Mai 1945,1
Avenue Émile-Zola,Fort d'Aubervilliers,4
Avenue Émile-Zola,Aubervilliers - Pantin - Quatre Chemins,1
Avenue Émile-Zola,Porte de la Villette,5
Avenue Émile-Zola,Corentin Cariou,9
Avenue Émile-Zola,Crimée,6
Avenue Émile-Zola,Riquet,2
Avenue Émile-Zola,Louis Blanc,5
Avenue Émile-Zola,Château-Landon,1
Avenue Émile-Zola,Poissonnière,2
Avenue Émile-Zola,Cadet,2
Avenue Émile-Zola,Le Peletier,9
Avenue Émile-Zola,Chaussée d'Antin - La Fayette,1
Avenue Émile-Zola,Pyramides,2
Avenue Émile-Zola,Pont-Neuf,2
Avenue Émile-Zola,Pont Marie,8
Avenue Émile-Zola,Sully - Morland,3
Avenue Émile-Zola,Jussieu,9
Avenue Émile-Zola,Place Monge,2
Avenue Émile-Zola,Censier - Daubenton,2
Avenue Émile-Zola,Les Gobelins,2
Avenue Émile-Zola,Tolbiac,6
Avenue Émile-Zola,Maison Blanche,3
Avenue Émile-Zola,Le Kremlin-Bicêtre,2
Avenue Émile-Zola,Villejuif - Léo Lagrange,7
Avenue Émile-Zola,Villejuif - Paul Vaillant-Couturier,7
Avenue Émile-Zola,Villejuif - Louis Aragon,4
Avenue Émile-Zola,Porte d'Italie,5
Avenue Émile-Zola,Porte de Choisy,3
Avenue Émile-Zola,Porte d'Ivry,5
Avenue Émile-Zola,Pierre et Marie Curie,1
Avenue Émile-Zola,Mairie d'Ivry,9
Avenue Émile-Zola,Bolivar,4
Avenue Émile-Zola,Buttes Chaumont,1
Avenue Émile-Zola,Botzaris,9
Avenue Émile-Zola,Danube,5
Avenue Émile-Zola,Place des Fêtes,4
Avenue Émile-Zola,Pré-Saint-Gervais,8
Avenue Émile-Zola,Balard,7
Avenue Émile-Zola,Lourmel,1
Avenue Émile-Zola,Boucicaut,3
Avenue Émile-Zola,Félix Faure,3
Avenue Émile-Zola,Commerce,7
Avenue Émile-Zola,École Militaire,7
Avenue Émile-Zola,La Tour-Maubourg,3
Avenue Émile-Zola,Invalides,5
Avenue Émile-Zola,Madeleine,8
Avenue Émile-Zola,Richelieu - Drouot,6
Avenue Émile-Zola,Grands Boulevards,2
Avenue Émile-Zola,Bonne-Nouvelle,6
Avenue Émile-Zola,Filles du Calvaire,2
Avenue Émile-Zola,Saint-Sébastien - Froissart,5
Avenue Émile-Zola,Chemin Vert,5
Avenue Émile-Zola,Ledru-Rollin,5
Avenue Émile-Zola,Faidherbe - Chaligny,8
Avenue Émile-Zola,Montgallet,4
Avenue Émile-Zola,Michel Bizot,1
Avenue Émile-Zola,Porte Dorée,1
Avenue Émile-Zola,Porte de Charenton,2
Avenue Émile-Zola,Liberté,6
Avenue Émile-Zola,Charenton - Écoles,4
Avenue Émile-Zola,École vétérinaire de Maisons-Alfort,8
Avenue Émile-Zola,Maisons-Alfort - Stade,5
Avenue Émile-Zola,Maisons-Alfort - Les Juilliottes,4
Avenue Émile-Zola,Créteil - L'Échat,2
Avenue Émile-Zola,Créteil - Université,4
Avenue Émile-Zola,Créteil - Préfecture,6
Avenue Émile-Zola,Pointe du Lac,3
Avenue Émile-Zola,Pont de Sèvres,8
Avenue Émile-Zola,Billancourt,4
Avenue Émile-Zola,Marcel Sembat,3
Avenue Émile-Zola,Porte de Saint-Cloud,2
Avenue Émile-Zola,Exelmans,4
Avenue Émile-Zola,Michel-Ange - Molitor,8
Avenue Émile-Zola,Michel-Ange - Auteuil,6
Avenue Émile-Zola,Jasmin,2
Avenue Émile-Zola,Ranelagh,9
Avenue Émile-Zola,La Muette,2
Avenue Émile-Zola,Rue de la Pompe,7
Avenue Émile-Zola,Iéna,2
Avenue Émile-Zola,Alma - Marceau,5
Avenue Émile-Zola,Saint-Philippe du Roule,9
Avenue Émile-Zola,Miromesnil,1
Avenue Émile-Zola,Saint-Augustin,7
Avenue Émile-Zola,Saint-Ambroise,9
Avenue Émile-Zola,Voltaire,6
Avenue Émile-Zola,Charonne,6
Avenue Émile-Zola,Rue des Boulets,5
Avenue Émile-Zola,Buzenval,5
Avenue Émile-Zola,Maraîchers,6
Avenue Émile-Zola,Porte de Montreuil,6
Avenue Émile-Zola,Robespierre,8
Avenue Émile-Zola,Croix de Chavaux,7
Avenue Émile-Zola,Mairie de Montreuil,9
Avenue Émile-Zola,Boulogne - Pont de Saint-Cloud,1
Avenue Émile-Zola,Boulogne - Jean Jaurès,8
Avenue Émile-Zola,Porte d'Auteuil,6
Avenue Émile-Zola,Chardon-Lagache,2
Avenue Émile-Zola,Église d'Auteuil,4
Avenue Émile-Zola,Mirabeau,3
Avenue Émile-Zola,Javel - André Citroën,8
Avenue Émile-Zola,Charles Michels,3
Avenue Émile-Zola,Ségur,2
Avenue Émile-Zola,Duroc,7
Avenue Émile-Zola,Vaneau,1
Avenue Émile-Zola,Sèvres - Babylone,8
Avenue Émile-Zola,Mabillon,3
Avenue Émile-Zola,Cluny - La Sorbonne,4
Avenue Émile-Zola,Maubert - Mutualité,7
Avenue Émile-Zola,Cardinal Lemoine,7
Avenue Émile-Zola,Rambuteau,6
Avenue Émile-Zola,Goncourt,2
Avenue Émile-Zola,Pyrénées,4
Avenue Émile-Zola,Jourdain,3
Avenue Émile-Zola,Télégraphe,4
Avenue Émile-Zola,Mairie des Lilas,2
Avenue Émile-Zola,Mairie d'Aubervilliers,4
Avenue Émile-Zola,Aimé Césaire,5
Avenue Émile-Zola,Front Populaire,6
Avenue Émile-Zola,Porte de la Chapelle,1
Avenue Émile-Zola,Marx Dormoy,4
Avenue Émile-Zola,Jules Joffrin,6
Avenue Émile-Zola,Lamarck - Caulaincourt,4
Avenue Émile-Zola,Abbesses,4
Avenue Émile-Zola,Saint-Georges,8
Avenue Émile-Zola,Notre-Dame-de-Lorette,9
Avenue Émile-Zola,Trinité - d'Estienne d'Orves,1
Avenue Émile-Zola,Assemblée nationale,3
Avenue Émile-Zola,Solférino,8
Avenue Émile-Zola,Rue du Bac,6
Avenue Émile-Zola,Rennes,3
Avenue Émile-Zola,Notre-Dame-des-Champs,2
Avenue Émile-Zola,Falguière,9
Avenue Émile-Zola,Volontaires,9
Avenue Émile-Zola,Vaugirard,7
Avenue Émile-Zola,Convention,8
Avenue Émile-Zola,Porte de Versailles,4
Avenue Émile-Zola,Corentin Celton,8
Avenue Émile-Zola,Mairie d'Issy,9
Avenue Émile-Zola,Les Courtilles,6
Avenue Émile-Zola,Les Agnettes,9
Avenue Émile-Zola,Gabriel Péri,7
Avenue Émile-Zola,Mairie de Clichy,2
Avenue Émile-Zola,Porte de Clichy,7
Avenue Émile-Zola,Brochant,8
Avenue Émile-Zola,Saint-Denis - Université,4
Avenue Émile-Zola,Basilique de Saint-Denis,2
Avenue Émile-Zola,Saint-Denis - Porte de Paris,5
Avenue Émile-Zola,Carrefour Pleyel,9
Avenue Émile-Zola,Mairie de Saint-Ouen,9
Avenue Émile-Zola,Garibaldi,6
Avenue Émile-Zola,Porte de Saint-Ouen,9
Avenue Émile-Zola,Guy Môquet,9
Avenue Émile-Zola,La Fourche,5
Avenue Émile-Zola,Liège,1
Avenue Émile-Zola,Varenne,5
Avenue Émile-Zola,Saint-François-Xavier,4
Avenue Émile-Zola,Gaîté,7
Avenue Émile-Zola,Pernety,4
Avenue Émile-Zola,Plaisance,2
Avenue Émile-Zola,Porte de Vanves,4
Avenue Émile-Zola,Malakoff - Plateau de Vanves,9
Avenue Émile-Zola,Malakoff - Rue Étienne-Dolet,4
Avenue Émile-Zola,Châtillon - Montrouge,4
Avenue Émile-Zola,Saint-Ouen,2
Avenue Émile-Zola,Pont Cardinet,6
Avenue Émile-Zola,Cour Saint-Émilion,2
Avenue Émile-Zola,Bibliothèque François-Mitterrand,4
Avenue Émile-Zola,Olympiades,7
Ségur,La Défense,9
Ségur,Esplanade de La Défense,2
Ségur,Pont de Neuilly,2
Ségur,Les Sablons,3
Ségur,Porte Maillot,1
Ségur,Argentine,3
Ségur,Charles de Gaulle - Étoile,7
Ségur,George V,1
Ségur,Franklin D. Roosevelt,9
Ségur,Champs-Élysées - Clemenceau,4
Ségur,Concorde,7
Ségur,Tuileries,8
Ségur,Palais-Royal - Musée du Louvre,6
Ségur,Louvre - Rivoli,5
Ségur,Châtelet,6
Ségur,Hôtel de Ville,8
Ségur,Saint-Paul,7
Ségur,Bastille,4
Ségur,Gare de Lyon,3
Ségur,Reuilly - Diderot,6
Ségur,Nation,4
Ségur,Porte de Vincennes,8
Ségur,Saint-Mandé,6
Ségur,Bérault,4
Ségur,Château de Vincennes,2
Ségur,Porte Dauphine,2
Ségur,Victor Hugo,6
Ségur,Ternes,6
Ségur,Courcelles,8
Ségur,Monceau,1
Ségur,Villiers,3
Ségur,Rome,3
Ségur,Place de Clichy,3
Ségur,Blanche,8
Ségur,Pigalle,9
Ségur,Anvers,6
Ségur,Barbès - Rochechouart,1
Ségur,La Chapelle,7
Ségur,Stalingrad,2
Ségur,Jaurès,2
Ségur,Colonel Fabien,6
Ségur,Belleville,8
Ségur,Couronnes,2
Ségur,Ménilmontant,5
Ségur,Père Lachaise,1
Ségur,Philippe Auguste,4
Ségur,Alexandre Dumas,7
Ségur,Avron,6
Ségur,Pont de Levallois - Bécon,5
Ségur,Anatole France,5
Ségur,Louise Michel,3
Ségur,Porte de Champerret,8
Ségur,Pereire,8
Ségur,Wagram,2
Ségur,Malesherbes,7
Ségur,Europe,5
Ségur,Saint-Lazare,5
Ségur,Havre - Caumartin,6
Ségur,Opéra,5
Ségur,Quatre-Septembre,1
Ségur,Bourse,5
Ségur,Sentier,2
Ségur,Réaumur - Sébastopol,4
Ségur,Arts et Métiers,5
Ségur,Temple,2
Ségur,République,7
Ségur,Parmentier,8
Ségur,Rue Saint-Maur,6
Ségur,Gambetta,5
Ségur,Porte de Bagnolet,6
Ségur,Gallieni,6
Ségur,Pelleport,5
Ségur,Porte des Lilas,7
Ségur,Porte de Clignancourt,4
Ségur,Simplon,7
Ségur,Marcadet - Poissonniers,7
Ségur,Château Rouge,4
Ségur,Gare du Nord,5
Ségur,Gare de l'Est,8
Ségur,Château d'Eau,1
Ségur,Strasbourg - Saint-Denis,3
Ségur,Étienne Marcel,8
Ségur,Les Halles,4
Ségur,Cité,6
Ségur,Saint-Michel,7
Ségur,Odéon,5
Ségur,Saint-Germain-des-Prés,3
Ségur,Saint-Sulpice,9
Ségur,Saint-Placide,2
Ségur,Montparnasse - Bienvenüe,8
Ségur,Vavin,1
Ségur,Raspail,9
Ségur,Denfert-Rochereau,8
Ségur,Mouton-Duvernet,2
Ségur,Alésia,8
Ségur,Porte d'Orléans,1
Ségur,Mairie de Montrouge,8
Ségur,Barbara,6
Ségur,Bagneux - Lucie Aubrac,1
Ségur,Bobigny - Pablo Picasso,9
Ségur,Bobigny - Pantin - Raymond Queneau,3
Ségur,Église de Pantin,5
Ségur,Hoche,7
Ségur,Porte de Pantin,5
Ségur,Ourcq,5
Ségur,Laumière,4
Ségur,Jacques Bonsergent,7
Ségur,Oberkampf,1
Ségur,Richard-Lenoir,2
Ségur,Bréguet - Sabin,7
Ségur,Quai de la Rapée,7
Ségur,Gare d'Austerlitz,9
Ségur,Saint-Marcel,9
Ségur,Campo-Formio,8
Ségur,Place d'Italie,4
Ségur,Kléber,3
Ségur,Boissière,3
Ségur,Trocadéro,1
Ségur,Passy,3
Ségur,Bir-Hakeim,1
Ségur,Dupleix,4
Ségur,La Motte-Picquet - Grenelle,8
Ségur,Cambronne,2
Ségur,Sèvres - Lecourbe,3
Ségur,Pasteur,5
Ségur,Edgar Quinet,2
Ségur,Saint-Jacques,2
Ségur,Glacière,9
Ségur,Corvisart,1
Ségur,Nationale,5
Ségur,Chevaleret,7
Ségur,Quai de la Gare,5
Ségur,Bercy,5
Ségur,Dugommier,1
Ségur,Daumesnil,7
Ségur,Bel-Air,2
Ségur,Picpus,2
Ségur,La Courneuve - 8 Mai 1945,7
Ségur,Fort d'Aubervilliers,9
Ségur,Aubervilliers - Pantin - Quatre Chemins,8
Ségur,Porte de la Villette,4
Ségur,Corentin Cariou,7
Ségur,Crimée,2
Ségur,Riquet,3
Ségur,Louis Blanc,6
Ségur,Château-Landon,2
Ségur,Poissonnière,8
Ségur,Cadet,1
Ségur,Le Peletier,3
Ségur,Chaussée d'Antin - La Fayette,3
Ségur,Pyramides,2
Ségur,Pont-Neuf,1
Ségur,Pont Marie,3
Ségur,Sully - Morland,9
Ségur,Jussieu,2
Ségur,Place Monge,6
Ségur,Censier - Daubenton,8
Ségur,Les Gobelins,7
Ségur,Tolbiac,7
Ségur,Maison Blanche,6
Ségur,Le Kremlin-Bicêtre,2
Ségur,Villejuif - Léo Lagrange,3
Ségur,Villejuif - Paul Vaillant-Couturier,9
Ségur,Villejuif - Louis Aragon,3
Ségur,Porte d'Italie,9
Ségur,Porte de Choisy,2
Ségur,Porte d'Ivry,4
Ségur,Pierre et Marie Curie,7
Ségur,Mairie d'Ivry,4
Ségur,Bolivar,1
Ségur,Buttes Chaumont,9
Ségur,Botzaris,2
Ségur,Danube,6
Ségur,Place des Fêtes,8
Ségur,Pré-Saint-Gervais,8
Ségur,Balard,2
Ségur,Lourmel,1
Ségur,Boucicaut,9
Ségur,Félix Faure,4
Ségur,Commerce,8
Ségur,École Militaire,9
Ségur,La Tour-Maubourg,6
Ségur,Invalides,1
Ségur,Madeleine,3
Ségur,Richelieu - Drouot,7
Ségur,Grands Boulevards,1
Ségur,Bonne-Nouvelle,9
Ségur,Filles du Calvaire,8
Ségur,Saint-Sébastien - Froissart,8
Ségur,Chemin Vert,8
Ségur,Ledru-Rollin,5
Ségur,Faidherbe - Chaligny,6
Ségur,Montgallet,7
Ségur,Michel Bizot,5
Ségur,Porte Dorée,9
Ségur,Porte de Charenton,5
Ségur,Liberté,9
Ségur,Charenton - Écoles,6
Ségur,École vétérinaire de Maisons-Alfort,8
Ségur,Maisons-Alfort - Stade,1
Ségur,Maisons-Alfort - Les Juilliottes,5
Ségur,Créteil - L'Échat,4
Ségur,Créteil - Université,3
Ségur,Créteil - Préfecture,3
Ségur,Pointe du Lac,1
Ségur,Pont de Sèvres,3
Ségur,Billancourt,4
Ségur,Marcel Sembat,5
Ségur,Porte de Saint-Cloud,2
Ségur,Exelmans,5
Ségur,Michel-Ange - Molitor,7
Ségur,Michel-Ange - Auteuil,7
Ségur,Jasmin,8
Ségur,Ranelagh,9
Ségur,La Muette,7
Ségur,Rue de la Pompe,7
Ségur,Iéna,8
Ségur,Alma - Marceau,6
Ségur,Saint-Philippe du Roule,8
Ségur,Miromesnil,6
Ségur,Saint-Augustin,4
Ségur,Saint-Ambroise,4
Ségur,Voltaire,3
Ségur,Charonne,1
Ségur,Rue des Boulets,6
Ségur,Buzenval,5
Ségur,Maraîchers,3
Ségur,Porte de Montreuil,4
Ségur,Robespierre,5
Ségur,Croix de Chavaux,1
Ségur,Mairie de Montreuil,7
Ségur,Boulogne - Pont de Saint-Cloud,7
Ségur,Boulogne - Jean Jaurès,6
Ségur,Porte d'Auteuil,2
Ségur,Chardon-Lagache,2
Ségur,Église d'Auteuil,6
Ségur,Mirabeau,6
Ségur,Javel - André Citroën,2
Ségur,Charles Michels,1
Ségur,Avenue Émile-Zola,8
Ségur,Duroc,9
Ségur,Vaneau,5
Ségur,Sèvres - Babylone,9
Ségur,Mabillon,1
Ségur,Cluny - La Sorbonne,3
Ségur,Maubert - Mutualité,7
Ségur,Cardinal Lemoine,2
Ségur,Rambuteau,8
Ségur,Goncourt,7
Ségur,Pyrénées,1
Ségur,Jourdain,8
Ségur,Télégraphe,7
Ségur,Mairie des Lilas,3
Ségur,Mairie d'Aubervilliers,2
Ségur,Aimé Césaire,6
Ségur,Front Populaire,9
Ségur,Porte de la Chapelle,9
Ségur,Marx Dormoy,1
Ségur,Jules Joffrin,8
Ségur,Lamarck - Caulaincourt,7
Ségur,Abbesses,4
Ségur,Saint-Georges,1
Ségur,Notre-Dame-de-Lorette,6
Ségur,Trinité - d'Estienne d'Orves,6
Ségur,Assemblée nationale,4
Ségur,Solférino,9
Ségur,Rue du Bac,3
Ségur,Rennes,3
Ségur,Notre-Dame-des-Champs,9
Ségur,Falguière,8
Ségur,Volontaires,2
Ségur,Vaugirard,8
Ségur,Convention,2
Ségur,Porte de Versailles,1
Ségur,Corentin Celton,2
Ségur,Mairie d'Issy,6
Ségur,Les Courtilles,1
Ségur,Les Agnettes,8
Ségur,Gabriel Péri,1
Ségur,Mairie de Clichy,5
Ségur,Porte de Clichy,5
Ségur,Brochant,2
Ségur,Saint-Denis - Université,6
Ségur,Basilique de Saint-Denis,8
Ségur,Saint-Denis - Porte de Paris,9
Ségur,Carrefour Pleyel,7
Ségur,Mairie de Saint-Ouen,4
Ségur,Garibaldi,2
Ségur,Porte de Saint-Ouen,7
Ségur,Guy Môquet,4
Ségur,La Fourche,1
Ségur,Liège,5
Ségur,Varenne,8
Ségur,Saint-François-Xavier,5
Ségur,Gaîté,6
Ségur,Pernety,4
Ségur,Plaisance,8
Ségur,Porte de Vanves,1
Ségur,Malakoff - Plateau de Vanves,6
Ségur,Malakoff - Rue Étienne-Dolet,3
Ségur,Châtillon - Montrouge,4
Ségur,Saint-Ouen,3
Ségur,Pont Cardinet,8
Ségur,Cour Saint-Émilion,5
Ségur,Bibliothèque François-Mitterrand,3
Ségur,Olympiades,8
Duroc,La Défense,3
Duroc,Esplanade de La Défense,7
Duroc,Pont de Neuilly,8
Duroc,Les Sablons,3
Duroc,Porte Maillot,6
Duroc,Argentine,9
Duroc,Charles de Gaulle - Étoile,7
Duroc,George V,6
Duroc,Franklin D. Roosevelt,7
Duroc,Champs-Élysées - Clemenceau,7
Duroc,Concorde,4
Duroc,Tuileries,8
Duroc,Palais-Royal - Musée du Louvre,6
Duroc,Louvre - Rivoli,1
Duroc,Châtelet,3
Duroc,Hôtel de Ville,9
Duroc,Saint-Paul,3
Duroc,Bastille,7
Duroc,Gare de Lyon,6
Duroc,Reuilly - Diderot,1
Duroc,Nation,4
Duroc,Porte de Vincennes,1
Duroc,Saint-Mandé,6
Duroc,Bérault,2
Duroc,Château de Vincennes,5
Duroc,Porte Dauphine,6
Duroc,Victor Hugo,6
Duroc,Ternes,8
Duroc,Courcelles,1
Duroc,Monceau,6
Duroc,Villiers,9
Duroc,Rome,9
Duroc,Place de Clichy,8
Duroc,Blanche,9
Duroc,Pigalle,1
Duroc,Anvers,3
Duroc,Barbès - Rochechouart,2
Duroc,La Chapelle,4
Duroc,Stalingrad,2
Duroc,Jaurès,3
Duroc,Colonel Fabien,7
Duroc,Belleville,9
Duroc,Couronnes,8
Duroc,Ménilmontant,4
Duroc,Père Lachaise,2
Duroc,Philippe Auguste,9
Duroc,Alexandre Dumas,4
Duroc,Avron,3
Duroc,Pont de Levallois - Bécon,7
Duroc,Anatole France,8
Duroc,Louise Michel,5
Duroc,Porte de Champerret,2
Duroc,Pereire,7
Duroc,Wagram,3
Duroc,Malesherbes,2
Duroc,Europe,7
Duroc,Saint-Lazare,4
Duroc,Havre - Caumartin,7
Duroc,Opéra,3
Duroc,Quatre-Septembre,9
Duroc,Bourse,9
Duroc,Sentier,5
Duroc,Réaumur - Sébastopol,4
Duroc,Arts et Métiers,3
Duroc,Temple,7
Duroc,République,5
Duroc,Parmentier,8
Duroc,Rue Saint-Maur,2
Duroc,Gambetta,2
Duroc,Porte de Bagnolet,9
Duroc,Gallieni,3
Duroc,Pelleport,1
Duroc,Porte des Lilas,3
Duroc,Porte de Clignancourt,5
Duroc,Simplon,6
Duroc,Marcadet - Poissonniers,5
Duroc,Château Rouge,6
Duroc,Gare du Nord,1
Duroc,Gare de l'Est,5
Duroc,Château d'Eau,8
Duroc,Strasbourg - Saint-Denis,9
Duroc,Étienne Marcel,6
Duroc,Les Halles,1
Duroc,Cité,5
Duroc,Saint-Michel,8
Duroc,Odéon,5
Duroc,Saint-Germain-des-Prés,5
Duroc,Saint-Sulpice,2
Duroc,Saint-Placide,1
Duroc,Montparnasse - Bienvenüe,2
Duroc,Vavin,8
Duroc,Raspail,7
Duroc,Denfert-Rochereau,9
Duroc,Mouton-Duvernet,3
Duroc,Alésia,2
Duroc,Porte d'Orléans,6
Duroc,Mairie de Montrouge,1
Duroc,Barbara,2
Duroc,Bagneux - Lucie Aubrac,9
Duroc,Bobigny - Pablo Picasso,4
Duroc,Bobigny - Pantin - Raymond Queneau,7
Duroc,Église de Pantin,4
Duroc,Hoche,4
Duroc,Porte de Pantin,5
Duroc,Ourcq,3
Duroc,Laumière,5
Duroc,Jacques Bonsergent,1
Duroc,Oberkampf,3
Duroc,Richard-Lenoir,8
Duroc,Bréguet - Sabin,4
Duroc,Quai de la Rapée,2
Duroc,Gare d'Austerlitz,2
Duroc,Saint-Marcel,4
Duroc,Campo-Formio,4
Duroc,Place d'Italie,3
Duroc,Kléber,5
Duroc,Boissière,1
Duroc,Trocadéro,5
Duroc,Passy,8
Duroc,Bir-Hakeim,2
Duroc,Dupleix,3
Duroc,La Motte-Picquet - Grenelle,1
Duroc,Cambronne,9
Duroc,Sèvres - Lecourbe,2
Duroc,Pasteur,9
Duroc,Edgar Quinet,4
Duroc,Saint-Jacques,9
Duroc,Glacière,7
Duroc,Corvisart,4
Duroc,Nationale,4
Duroc,Chevaleret,2
Duroc,Quai de la Gare,4
Duroc,Bercy,5
Duroc,Dugommier,6
Duroc,Daumesnil,7
Duroc,Bel-Air,8
Duroc,Picpus,7
Duroc,La Courneuve - 8 Mai 1945,2
Duroc,Fort d'Aubervilliers,2
Duroc,Aubervilliers - Pantin - Quatre Chemins,8
Duroc,Porte de la Villette,1
Duroc,Corentin Cariou,9
Duroc,Crimée,6
Duroc,Riquet,3
Duroc,Louis Blanc,8
Duroc,Château-Landon,2
Duroc,Poissonnière,6
Duroc,Cadet,9
Duroc,Le Peletier,1
Duroc,Chaussée d'Antin - La Fayette,1
Duroc,Pyramides,6
Duroc,Pont-Neuf,6
Duroc,Pont Marie,9
Duroc,Sully - Morland,3
Duroc,Jussieu,1
Duroc,Place Monge,4
Duroc,Censier - Daubenton,3
Duroc,Les Gobelins,6
Duroc,Tolbiac,2
Duroc,Maison Blanche,5
Duroc,Le Kremlin-Bicêtre,4
Duroc,Villejuif - Léo Lagrange,4
Duroc,Villejuif - Paul Vaillant-Couturier,7
Duroc,Villejuif - Louis Aragon,6
Duroc,Porte d'Italie,6
Duroc,Porte de Choisy,5
Duroc,Porte d'Ivry,4
Duroc,Pierre et Marie Curie,5
Duroc,Mairie d'Ivry,5
Duroc,Bolivar,4
Duroc,Buttes Chaumont,6
Duroc,Botzaris,3
Duroc,Danube,3
Duroc,Place des Fêtes,2
Duroc,Pré-Saint-Gervais,5
Duroc,Balard,4
Duroc,Lourmel,1
Duroc,Boucicaut,6
Duroc,Félix Faure,4
Duroc,Commerce,4
Duroc,École Militaire,8
Duroc,La Tour-Maubourg,5
Duroc,Invalides,7
Duroc,Madeleine,5
Duroc,Richelieu - Drouot,8
Duroc,Grands Boulevards,2
Duroc,Bonne-Nouvelle,9
Duroc,Filles du Calvaire,8
Duroc,Saint-Sébastien - Froissart,6
Duroc,Chemin Vert,5
Duroc,Ledru-Rollin,6
Duroc,Faidherbe - Chaligny,1
Duroc,Montgallet,5
Duroc,Michel Bizot,1
Duroc,Porte Dorée,7
Duroc,Porte de Charenton,9
Duroc,Liberté,3
Duroc,Charenton - Écoles,3
Duroc,École vétérinaire de Maisons-Alfort,5
Duroc,Maisons-Alfort - Stade,7
Duroc,Maisons-Alfort - Les Juilliottes,2
Duroc,Créteil - L'Échat,5
Duroc,Créteil - Université,2
Duroc,Créteil - Préfecture,1
Duroc,Pointe du Lac,4
Duroc,Pont de Sèvres,2
Duroc,Billancourt,9
Duroc,Marcel Sembat,8
Duroc,Porte de Saint-Cloud,6
Duroc,Exelmans,5
Duroc,Michel-Ange - Molitor,7
Duroc,Michel-Ange - Auteuil,1
Duroc,Jasmin,7
Duroc,Ranelagh,2
Duroc,La Muette,5
Duroc,Rue de la Pompe,4
Duroc,Iéna,9
Duroc,Alma - Marceau,4
Duroc,Saint-Philippe du Roule,6
Duroc,Miromesnil,6
Duroc,Saint-Augustin,8
Duroc,Saint-Ambroise,3
Duroc,Voltaire,4
Duroc,Charonne,3
Duroc,Rue des Boulets,1
Duroc,Buzenval,1
Duroc,Maraîchers,6
Duroc,Porte de Montreuil,9
Duroc,Robespierre,7
Duroc,Croix de Chavaux,6
Duroc,Mairie de Montreuil,3
Duroc,Boulogne - Pont de Saint-Cloud,3
Duroc,Boulogne - Jean Jaurès,5
Duroc,Porte d'Auteuil,9
Duroc,Chardon-Lagache,7
Duroc,Église d'Auteuil,3
Duroc,Mirabeau,4
Duroc,Javel - André Citroën,1
Duroc,Charles Michels,1
Duroc,Avenue Émile-Zola,7
Duroc,Ségur,9
Duroc,Vaneau,8
Duroc,Sèvres - Babylone,9
Duroc,Mabillon,1
Duroc,Cluny - La Sorbonne,1
Duroc,Maubert - Mutualité,6
Duroc,Cardinal Lemoine,3
Duroc,Rambuteau,7
Duroc,Goncourt,8
Duroc,Pyrénées,4
Duroc,Jourdain,3
Duroc,Télégraphe,2
Duroc,Mairie des Lilas,6
Duroc,Mairie d'Aubervilliers,1
Duroc,Aimé Césaire,7
Duroc,Front Populaire,5
Duroc,Porte de la Chapelle,1
Duroc,Marx Dormoy,2
Duroc,Jules Joffrin,1
Duroc,Lamarck - Caulaincourt,9
Duroc,Abbesses,1
Duroc,Saint-Georges,5
Duroc,Notre-Dame-de-Lorette,7
Duroc,Trinité - d'Estienne d'Orves,8
Duroc,Assemblée nationale,9
Duroc,Solférino,2
Duroc,Rue du Bac,3
Duroc,Rennes,5
Duroc,Notre-Dame-des-Champs,8
Duroc,Falguière,7
Duroc,Volontaires,4
Duroc,Vaugirard,8
Duroc,Convention,8
Duroc,Porte de Versailles,6
Duroc,Corentin Celton,9
Duroc,Mairie d'Issy,5
